RecordID;FirstName;LastName;FullName;Age;Gender;Country;Province;SouthAfricanID;CaseNumber;CrimeType;FinancialScore;EstimatedFraudAmount_ZAR;RiskLevel;CaseStatus;BankInvolved;PreviousOffenses;Arrested;CrimeDate;CourtDate;InvestigatingOfficer;StationCode
238;Naledi;Naidoo;Naledi Naidoo;36;Female;South Africa;Northern Cape;7,00316E+12;SA-CAS-204356;Corruption;348;1529312;Critical;Convicted;Capitec;9;Yes;2025/04/03;2022/09/05;Officer Mabena;SA-ST-634
239;Lerato;Naidoo;Lerato Naidoo;27;Male;South Africa;Gauteng;8,81203E+12;SA-CAS-512402;Drug Trafficking;527;103475;Critical;Court Pending;Nedbank;4;Yes;2018/01/27;2023/07/22;Officer Moyo;SA-ST-949
240;Zanele;Zulu;Zanele Zulu;44;Female;South Africa;Gauteng;7,40227E+12;SA-CAS-572592;Fraud;548;2946301;Low;Under Investigation;Standard Bank;1;Yes;2017/04/10;2024/11/12;Officer Naidoo;SA-ST-938
241;Tendai;Zulu;Tendai Zulu;50;Female;South Africa;Western Cape;6,90908E+12;SA-CAS-197935;Cybercrime;452;2478790;Low;Closed;FNB;2;No;2020/04/02;2021/09/29;Officer Moyo;SA-ST-647
242;Nomsa;Khumalo;Nomsa Khumalo;29;Female;South Africa;Western Cape;7,30609E+12;SA-CAS-255309;Vehicle Theft;507;4265843;Critical;Court Pending;Absa;7;Yes;2016/02/28;2018/09/03;Officer Naidoo;SA-ST-376
243;Naledi;Mokoena;Naledi Mokoena;55;Female;South Africa;Mpumalanga;6,20408E+12;SA-CAS-643999;Fraud;619;4610534;High;Open;Absa;1;Yes;2019/12/31;2016/02/18;Officer Moyo;SA-ST-504
244;Thabo;Dlamini;Thabo Dlamini;34;Female;South Africa;Northern Cape;7,90916E+12;SA-CAS-387731;Money Laundering;468;858382;High;Under Investigation;Capitec;9;Yes;2025/04/26;2024/08/25;Officer Moyo;SA-ST-433
245;Nomsa;Dlamini;Nomsa Dlamini;22;Male;South Africa;Mpumalanga;2,05268E+11;SA-CAS-608888;Corruption;558;3021750;High;Under Investigation;Capitec;5;Yes;2021/06/08;2022/01/31;Officer Naidoo;SA-ST-800
246;Brian;Nkosi;Brian Nkosi;33;Male;South Africa;Western Cape;8,90112E+12;SA-CAS-323930;Identity Theft;524;3016940;Low;Court Pending;FNB;6;Yes;2021/03/20;2019/12/16;Officer Nkosi;SA-ST-515
247;Brian;Khumalo;Brian Khumalo;49;Female;South Africa;Free State;7,40627E+12;SA-CAS-240471;Armed Robbery;435;368745;Medium;Open;Nedbank;9;No;2025/12/10;2021/11/15;Officer Moyo;SA-ST-756
248;Thabo;Khumalo;Thabo Khumalo;51;Female;South Africa;Western Cape;8,10912E+12;SA-CAS-202060;Money Laundering;333;4729670;Medium;Open;FNB;1;No;2019/01/14;2016/03/29;Officer Mabena;SA-ST-797
249;Nomsa;Zulu;Nomsa Zulu;27;Male;South Africa;Western Cape;4,06243E+11;SA-CAS-820957;Fraud;649;1412585;Low;Open;Nedbank;9;No;2015/06/15;2018/09/07;Officer Moyo;SA-ST-228
250;Mpho;Mabaso;Mpho Mabaso;18;Male;South Africa;KwaZulu-Natal;7,41009E+12;SA-CAS-158245;Fraud;706;108693;High;Open;FNB;3;Yes;2019/07/21;2015/07/24;Officer Mabena;SA-ST-416
251;Thabo;Pillay;Thabo Pillay;56;Female;South Africa;Eastern Cape;7,80217E+12;SA-CAS-707614;Vehicle Theft;578;3104693;Medium;Closed;FNB;10;Yes;2025/12/12;2020/12/10;Officer Smith;SA-ST-259
252;Ayanda;Naidoo;Ayanda Naidoo;18;Female;South Africa;North West;6,10227E+12;SA-CAS-768018;Vehicle Theft;554;4554317;Medium;Under Investigation;Capitec;3;Yes;2015/03/13;2022/08/16;Officer Moyo;SA-ST-260
253;Naledi;Mthembu;Naledi Mthembu;34;Female;South Africa;Northern Cape;6,9011E+12;SA-CAS-678799;Vehicle Theft;638;1831957;Low;Court Pending;Capitec;4;Yes;2020/01/06;2018/05/05;Officer Mabena;SA-ST-127
254;Naledi;Naidoo;Naledi Naidoo;50;Female;South Africa;Northern Cape;8,90502E+12;SA-CAS-985449;Money Laundering;406;4987632;Critical;Court Pending;Nedbank;8;No;2020/10/15;2023/01/23;Officer Moyo;SA-ST-125
255;Brian;Dlamini;Brian Dlamini;21;Male;South Africa;Gauteng;8,60121E+12;SA-CAS-760241;Drug Trafficking;410;3029063;Medium;Court Pending;African Bank;3;No;2023/08/24;2022/02/26;Officer Nkosi;SA-ST-224
256;Nomsa;Zulu;Nomsa Zulu;62;Female;South Africa;KwaZulu-Natal;6,30727E+12;SA-CAS-399492;Armed Robbery;771;665984;High;Under Investigation;FNB;4;No;2018/12/24;2021/09/21;Officer Mabena;SA-ST-436
257;Thabo;Khumalo;Thabo Khumalo;64;Male;South Africa;Mpumalanga;8,50527E+12;SA-CAS-727538;Corruption;537;2529241;Low;Court Pending;Capitec;0;Yes;2024/04/29;2019/09/04;Officer Mabena;SA-ST-487
258;Brian;Mabaso;Brian Mabaso;57;Male;South Africa;KwaZulu-Natal;8193317018;SA-CAS-142126;Drug Trafficking;833;628634;Critical;Under Investigation;Nedbank;4;Yes;2019/06/25;2018/07/03;Officer Moyo;SA-ST-156
259;Tendai;Pillay;Tendai Pillay;65;Female;South Africa;North West;7,31215E+12;SA-CAS-307352;Drug Trafficking;429;3176281;Low;Convicted;Standard Bank;3;Yes;2024/11/10;2020/11/25;Officer Moyo;SA-ST-526
260;Tendai;Khumalo;Tendai Khumalo;28;Male;South Africa;North West;10085713027;SA-CAS-318760;Fraud;657;3868356;Low;Under Investigation;Capitec;8;Yes;2015/06/04;2023/07/05;Officer Nkosi;SA-ST-241
261;Zanele;Mthembu;Zanele Mthembu;62;Male;South Africa;Gauteng;8,70819E+12;SA-CAS-551494;Armed Robbery;377;1681853;High;Under Investigation;African Bank;8;No;2024/09/29;2019/01/19;Officer Smith;SA-ST-675
262;Lerato;Mthembu;Lerato Mthembu;65;Male;South Africa;Northern Cape;9,60508E+12;SA-CAS-432851;Drug Trafficking;453;878681;Low;Convicted;Nedbank;2;Yes;2024/10/19;2018/05/20;Officer Moyo;SA-ST-189
263;Brian;Mokoena;Brian Mokoena;55;Female;South Africa;Limpopo;7,40226E+12;SA-CAS-105419;Identity Theft;458;4346198;Critical;Under Investigation;FNB;5;No;2025/04/16;2016/02/25;Officer Naidoo;SA-ST-532
264;Tendai;Ndlovu;Tendai Ndlovu;28;Female;South Africa;Limpopo;9,41124E+12;SA-CAS-513896;Money Laundering;449;1729542;Low;Closed;Capitec;0;No;2018/07/21;2016/12/16;Officer Smith;SA-ST-894
265;Nomsa;Nkosi;Nomsa Nkosi;37;Female;South Africa;Eastern Cape;6,61125E+12;SA-CAS-942351;Corruption;324;688094;Low;Convicted;Nedbank;1;No;2021/01/01;2023/06/04;Officer Mabena;SA-ST-291
266;Ayanda;Mabaso;Ayanda Mabaso;33;Female;South Africa;Gauteng;6,00127E+12;SA-CAS-387559;Corruption;675;951667;Critical;Convicted;African Bank;0;No;2023/07/03;2018/03/24;Officer Nkosi;SA-ST-618
267;Naledi;Ndlovu;Naledi Ndlovu;28;Male;South Africa;Northern Cape;7,90404E+12;SA-CAS-182035;Armed Robbery;670;4383450;Critical;Open;Absa;10;No;2020/10/07;2021/07/27;Officer Nkosi;SA-ST-625
268;Lerato;Naidoo;Lerato Naidoo;50;Female;South Africa;North West;6,60807E+12;SA-CAS-877370;Money Laundering;671;3139902;Low;Open;Nedbank;10;Yes;2015/06/24;2022/08/08;Officer Nkosi;SA-ST-475
269;Thabo;Pillay;Thabo Pillay;37;Female;South Africa;KwaZulu-Natal;8,11028E+12;SA-CAS-488273;Corruption;834;487761;Medium;Open;African Bank;10;Yes;2021/01/30;2023/06/30;Officer Nkosi;SA-ST-242
270;Sipho;Khumalo;Sipho Khumalo;60;Female;South Africa;Western Cape;7,61126E+12;SA-CAS-751003;Fraud;450;3641971;Medium;Under Investigation;Absa;7;Yes;2023/03/27;2020/08/06;Officer Mabena;SA-ST-464
271;Thabo;Mokoena;Thabo Mokoena;45;Female;South Africa;Gauteng;8,40315E+12;SA-CAS-983695;Vehicle Theft;673;4394726;Critical;Court Pending;Absa;9;No;2022/02/11;2015/11/16;Officer Smith;SA-ST-586
272;Brian;Pillay;Brian Pillay;19;Male;South Africa;Western Cape;8,30707E+12;SA-CAS-791912;Vehicle Theft;731;888811;High;Under Investigation;Absa;4;No;2016/11/09;2016/10/28;Officer Smith;SA-ST-881
273;Lerato;Dlamini;Lerato Dlamini;32;Female;South Africa;KwaZulu-Natal;7,70915E+12;SA-CAS-474881;Drug Trafficking;568;3739713;Low;Closed;Absa;0;Yes;2015/05/27;2021/10/10;Officer Smith;SA-ST-753
274;Sipho;Pillay;Sipho Pillay;32;Female;South Africa;Free State;6,10102E+12;SA-CAS-133133;Cybercrime;622;1546249;Critical;Under Investigation;African Bank;8;No;2017/05/08;2016/03/07;Officer Mabena;SA-ST-157
275;Brian;Zulu;Brian Zulu;37;Female;South Africa;Free State;9,20526E+12;SA-CAS-396247;Vehicle Theft;579;1681029;Critical;Under Investigation;FNB;1;No;2023/09/10;2024/06/16;Officer Naidoo;SA-ST-699
276;Mpho;Khumalo;Mpho Khumalo;41;Female;South Africa;Mpumalanga;9,80403E+12;SA-CAS-976297;Armed Robbery;793;846352;Low;Convicted;Nedbank;3;No;2025/01/07;2017/12/23;Officer Smith;SA-ST-592
277;Thabo;Khumalo;Thabo Khumalo;34;Male;South Africa;KwaZulu-Natal;6,10208E+12;SA-CAS-451907;Corruption;783;4565230;Low;Closed;African Bank;6;No;2020/07/22;2017/03/25;Officer Smith;SA-ST-948
278;Nomsa;Naidoo;Nomsa Naidoo;62;Male;South Africa;Northern Cape;9,80527E+12;SA-CAS-343529;Corruption;708;2213907;Low;Under Investigation;FNB;0;Yes;2021/08/18;2021/01/02;Officer Naidoo;SA-ST-220
279;Brian;Pillay;Brian Pillay;22;Female;South Africa;Free State;7,10913E+12;SA-CAS-870956;Identity Theft;421;2796057;High;Under Investigation;FNB;6;Yes;2021/06/24;2019/06/08;Officer Nkosi;SA-ST-354
280;Lerato;Dlamini;Lerato Dlamini;20;Female;South Africa;North West;9,71029E+12;SA-CAS-164401;Cybercrime;758;2971859;Medium;Court Pending;Capitec;6;Yes;2015/07/09;2019/01/23;Officer Mabena;SA-ST-465
281;Naledi;Mabaso;Naledi Mabaso;20;Female;South Africa;Western Cape;9,31201E+12;SA-CAS-710554;Money Laundering;636;179058;Medium;Court Pending;Nedbank;7;Yes;2018/01/18;2017/12/28;Officer Smith;SA-ST-861
282;Brian;Khumalo;Brian Khumalo;43;Male;South Africa;Gauteng;6,41212E+12;SA-CAS-221692;Identity Theft;647;3207295;High;Open;Nedbank;6;No;2020/03/13;2025/08/15;Officer Moyo;SA-ST-879
283;Sipho;Pillay;Sipho Pillay;52;Female;South Africa;Free State;7,40717E+12;SA-CAS-220647;Vehicle Theft;551;3964316;High;Court Pending;FNB;1;Yes;2015/05/11;2023/02/28;Officer Mabena;SA-ST-116
284;Sipho;Khumalo;Sipho Khumalo;46;Male;South Africa;Northern Cape;8,51114E+12;SA-CAS-704569;Vehicle Theft;374;363351;Critical;Under Investigation;Absa;1;No;2022/12/26;2021/01/13;Officer Mabena;SA-ST-297
285;Nomsa;Mabaso;Nomsa Mabaso;27;Male;South Africa;North West;6,50302E+12;SA-CAS-659217;Corruption;473;4165198;Medium;Open;Standard Bank;4;No;2024/04/28;2015/09/14;Officer Smith;SA-ST-725
286;Mpho;Mabaso;Mpho Mabaso;37;Male;South Africa;Northern Cape;7,40604E+12;SA-CAS-237694;Armed Robbery;526;2557862;Low;Closed;FNB;8;Yes;2016/06/18;2024/01/01;Officer Moyo;SA-ST-188
287;Lerato;Pillay;Lerato Pillay;47;Male;South Africa;Free State;6,21017E+12;SA-CAS-307603;Identity Theft;736;3663885;Low;Under Investigation;Nedbank;9;No;2022/09/28;2020/12/28;Officer Mabena;SA-ST-904
288;Tendai;Pillay;Tendai Pillay;38;Female;South Africa;Gauteng;7,90526E+12;SA-CAS-589728;Armed Robbery;836;1446756;Medium;Closed;Capitec;2;Yes;2018/08/19;2023/09/08;Officer Smith;SA-ST-920
289;Nomsa;Naidoo;Nomsa Naidoo;50;Female;South Africa;Western Cape;7,4022E+12;SA-CAS-505817;Corruption;838;355894;Critical;Open;Absa;8;No;2019/04/04;2016/02/27;Officer Nkosi;SA-ST-281
290;Tendai;Zulu;Tendai Zulu;59;Female;South Africa;KwaZulu-Natal;9,30814E+12;SA-CAS-658386;Fraud;510;3282092;Low;Closed;Capitec;5;Yes;2021/08/28;2021/04/22;Officer Naidoo;SA-ST-440
291;Tendai;Naidoo;Tendai Naidoo;58;Female;South Africa;Free State;8,90806E+12;SA-CAS-856473;Cybercrime;481;121558;Medium;Open;FNB;2;Yes;2021/10/12;2020/09/12;Officer Smith;SA-ST-306
292;Brian;Dlamini;Brian Dlamini;38;Female;South Africa;Free State;6,40407E+12;SA-CAS-932760;Armed Robbery;552;830002;High;Closed;Capitec;3;Yes;2020/12/09;2020/11/17;Officer Naidoo;SA-ST-932
293;Naledi;Mabaso;Naledi Mabaso;38;Female;South Africa;Free State;8,90919E+12;SA-CAS-597012;Armed Robbery;649;2540902;Critical;Under Investigation;African Bank;3;No;2022/08/15;2023/06/25;Officer Naidoo;SA-ST-941
294;Nomsa;Pillay;Nomsa Pillay;29;Female;South Africa;KwaZulu-Natal;9,20609E+12;SA-CAS-589751;Armed Robbery;439;727226;Critical;Convicted;Absa;8;No;2020/07/01;2015/05/28;Officer Naidoo;SA-ST-866
295;Nomsa;Khumalo;Nomsa Khumalo;50;Female;South Africa;Western Cape;7,70306E+12;SA-CAS-936956;Fraud;533;2901641;Critical;Convicted;FNB;3;No;2015/02/11;2016/11/21;Officer Smith;SA-ST-835
296;Nomsa;Naidoo;Nomsa Naidoo;61;Female;South Africa;Free State;9,80511E+12;SA-CAS-208123;Armed Robbery;678;241356;Medium;Open;Standard Bank;0;Yes;2024/07/07;2020/07/11;Officer Smith;SA-ST-877
297;Tendai;Khumalo;Tendai Khumalo;49;Female;South Africa;Gauteng;7,00127E+12;SA-CAS-888965;Armed Robbery;311;3006685;Critical;Court Pending;FNB;1;No;2024/05/21;2016/02/19;Officer Naidoo;SA-ST-396
298;Nomsa;Ndlovu;Nomsa Ndlovu;64;Female;South Africa;Western Cape;7,20414E+12;SA-CAS-564594;Vehicle Theft;829;2563592;Low;Court Pending;Standard Bank;9;No;2015/12/13;2018/08/25;Officer Smith;SA-ST-408
299;Lerato;Mokoena;Lerato Mokoena;58;Male;South Africa;North West;8,81114E+12;SA-CAS-280847;Drug Trafficking;755;1072966;High;Under Investigation;Standard Bank;9;No;2019/03/24;2021/08/08;Officer Smith;SA-ST-973
300;Tendai;Zulu;Tendai Zulu;47;Female;South Africa;Gauteng;7,60728E+12;SA-CAS-990873;Armed Robbery;746;3945599;Low;Closed;Standard Bank;10;No;2015/08/13;2017/06/03;Officer Smith;SA-ST-806
301;Tendai;Zulu;Tendai Zulu;29;Female;South Africa;Gauteng;6,20815E+12;SA-CAS-123860;Armed Robbery;491;2563016;Critical;Closed;Standard Bank;0;Yes;2025/10/02;2017/11/22;Officer Naidoo;SA-ST-367
302;Thabo;Zulu;Thabo Zulu;30;Female;South Africa;Limpopo;6,90707E+12;SA-CAS-189420;Drug Trafficking;377;676258;Critical;Under Investigation;Capitec;7;Yes;2017/04/18;2017/11/28;Officer Mabena;SA-ST-648
303;Mpho;Mthembu;Mpho Mthembu;64;Female;South Africa;North West;6,61126E+12;SA-CAS-804168;Fraud;528;3325912;Low;Under Investigation;Absa;2;No;2019/10/06;2018/02/16;Officer Moyo;SA-ST-419
304;Ayanda;Mthembu;Ayanda Mthembu;26;Male;South Africa;Eastern Cape;9,71018E+12;SA-CAS-366751;Money Laundering;320;3298759;High;Closed;Standard Bank;1;No;2019/01/19;2023/03/02;Officer Moyo;SA-ST-288
305;Mpho;Khumalo;Mpho Khumalo;24;Female;South Africa;Free State;7,91119E+12;SA-CAS-177678;Money Laundering;742;2308767;Medium;Convicted;FNB;3;No;2021/08/15;2022/06/30;Officer Smith;SA-ST-841
306;Ayanda;Pillay;Ayanda Pillay;30;Female;South Africa;North West;7,90212E+12;SA-CAS-326754;Drug Trafficking;663;4615927;Low;Convicted;FNB;4;No;2025/10/01;2020/11/14;Officer Mabena;SA-ST-652
307;Thabo;Zulu;Thabo Zulu;49;Female;South Africa;Eastern Cape;6,91013E+12;SA-CAS-544660;Vehicle Theft;674;4842539;Critical;Convicted;Nedbank;4;No;2023/09/06;2017/05/29;Officer Moyo;SA-ST-323
308;Naledi;Mokoena;Naledi Mokoena;23;Male;South Africa;Western Cape;7,30215E+12;SA-CAS-659462;Vehicle Theft;530;475534;Medium;Court Pending;FNB;2;Yes;2016/08/30;2025/09/11;Officer Mabena;SA-ST-328
309;Nomsa;Mthembu;Nomsa Mthembu;54;Female;South Africa;Free State;6,40715E+12;SA-CAS-418950;Cybercrime;690;3466405;Low;Closed;Absa;9;No;2018/06/03;2025/04/16;Officer Smith;SA-ST-540
310;Nomsa;Dlamini;Nomsa Dlamini;48;Male;South Africa;Mpumalanga;1,08235E+11;SA-CAS-949336;Vehicle Theft;708;3324038;High;Convicted;FNB;7;Yes;2017/05/06;2019/02/25;Officer Nkosi;SA-ST-481
311;Sipho;Khumalo;Sipho Khumalo;63;Male;South Africa;Mpumalanga;9,50413E+12;SA-CAS-643187;Cybercrime;628;1993249;Critical;Convicted;Nedbank;1;Yes;2015/08/12;2016/12/02;Officer Nkosi;SA-ST-289
312;Mpho;Nkosi;Mpho Nkosi;18;Female;South Africa;Gauteng;8,60218E+12;SA-CAS-730480;Vehicle Theft;339;2005617;Low;Closed;Absa;10;Yes;2017/05/14;2015/05/17;Officer Moyo;SA-ST-702
313;Mpho;Mabaso;Mpho Mabaso;54;Male;South Africa;Northern Cape;9,90828E+12;SA-CAS-367791;Identity Theft;616;3524147;Critical;Open;Capitec;6;No;2025/12/06;2019/04/14;Officer Smith;SA-ST-900
314;Zanele;Naidoo;Zanele Naidoo;40;Female;South Africa;North West;8,30713E+12;SA-CAS-397439;Identity Theft;735;4576158;Critical;Closed;African Bank;8;Yes;2024/07/29;2017/05/19;Officer Mabena;SA-ST-192
315;Brian;Zulu;Brian Zulu;35;Female;South Africa;Limpopo;6,00515E+12;SA-CAS-883999;Drug Trafficking;533;3334181;Critical;Closed;FNB;3;No;2025/05/31;2023/06/19;Officer Naidoo;SA-ST-128
316;Nomsa;Dlamini;Nomsa Dlamini;33;Male;South Africa;Gauteng;5,03238E+11;SA-CAS-457703;Identity Theft;769;49092;Medium;Open;African Bank;10;Yes;2015/12/20;2024/10/24;Officer Nkosi;SA-ST-677
317;Sipho;Pillay;Sipho Pillay;23;Female;South Africa;KwaZulu-Natal;8,30911E+12;SA-CAS-769861;Drug Trafficking;594;2530172;Medium;Under Investigation;Nedbank;6;Yes;2023/06/30;2018/01/18;Officer Smith;SA-ST-287
318;Lerato;Nkosi;Lerato Nkosi;25;Male;South Africa;Mpumalanga;5,01199E+11;SA-CAS-817835;Cybercrime;452;1041295;Critical;Convicted;African Bank;8;No;2024/12/20;2016/12/06;Officer Naidoo;SA-ST-634
319;Naledi;Mabaso;Naledi Mabaso;56;Female;South Africa;Mpumalanga;6,11026E+12;SA-CAS-604462;Vehicle Theft;780;4254657;High;Court Pending;Nedbank;2;No;2015/07/01;2017/05/27;Officer Smith;SA-ST-256
320;Tendai;Pillay;Tendai Pillay;54;Male;South Africa;Gauteng;6,10508E+12;SA-CAS-549783;Drug Trafficking;428;2420107;High;Closed;Capitec;4;No;2024/11/12;2019/11/16;Officer Smith;SA-ST-100
321;Nomsa;Khumalo;Nomsa Khumalo;43;Male;South Africa;KwaZulu-Natal;9,70608E+12;SA-CAS-346297;Identity Theft;671;716481;High;Court Pending;Capitec;5;Yes;2016/09/09;2018/01/17;Officer Moyo;SA-ST-622
322;Nomsa;Khumalo;Nomsa Khumalo;32;Male;South Africa;Limpopo;7,31204E+12;SA-CAS-490191;Identity Theft;693;4561808;Critical;Under Investigation;Standard Bank;1;No;2019/09/19;2017/03/19;Officer Naidoo;SA-ST-108
323;Sipho;Dlamini;Sipho Dlamini;61;Female;South Africa;Western Cape;7,11021E+12;SA-CAS-526097;Identity Theft;574;2810338;High;Open;Standard Bank;6;No;2016/06/07;2019/04/10;Officer Smith;SA-ST-563
324;Nomsa;Dlamini;Nomsa Dlamini;33;Male;South Africa;KwaZulu-Natal;7,21206E+12;SA-CAS-891956;Cybercrime;459;3453311;High;Open;African Bank;4;No;2019/07/19;2020/08/05;Officer Naidoo;SA-ST-972
325;Naledi;Mthembu;Naledi Mthembu;19;Female;South Africa;Western Cape;7,91202E+12;SA-CAS-490487;Vehicle Theft;421;770775;High;Convicted;African Bank;7;Yes;2016/03/23;2023/07/31;Officer Naidoo;SA-ST-398
326;Zanele;Ndlovu;Zanele Ndlovu;42;Male;South Africa;Western Cape;8,2031E+12;SA-CAS-358377;Money Laundering;723;3596622;High;Under Investigation;FNB;7;No;2018/09/22;2024/02/18;Officer Nkosi;SA-ST-713
327;Mpho;Naidoo;Mpho Naidoo;51;Female;South Africa;Free State;7,90719E+12;SA-CAS-778006;Corruption;463;4992132;Medium;Under Investigation;FNB;3;No;2019/01/05;2021/09/17;Officer Moyo;SA-ST-311
328;Brian;Zulu;Brian Zulu;26;Male;South Africa;Mpumalanga;9,2031E+12;SA-CAS-682877;Money Laundering;543;263436;Low;Closed;Absa;9;No;2018/02/06;2020/05/17;Officer Moyo;SA-ST-305
329;Brian;Nkosi;Brian Nkosi;63;Male;South Africa;Free State;7,80311E+12;SA-CAS-783447;Cybercrime;428;886558;High;Open;Nedbank;8;No;2015/08/14;2025/07/19;Officer Nkosi;SA-ST-448
330;Nomsa;Ndlovu;Nomsa Ndlovu;53;Male;South Africa;North West;6,61105E+12;SA-CAS-677612;Money Laundering;638;1382166;Low;Under Investigation;African Bank;0;Yes;2021/05/05;2019/11/02;Officer Mabena;SA-ST-401
331;Lerato;Mthembu;Lerato Mthembu;58;Male;South Africa;Free State;9,50616E+12;SA-CAS-942127;Armed Robbery;602;2363113;Critical;Court Pending;FNB;2;No;2020/01/07;2022/06/15;Officer Mabena;SA-ST-626
332;Mpho;Mthembu;Mpho Mthembu;30;Female;South Africa;KwaZulu-Natal;9,30511E+12;SA-CAS-922246;Cybercrime;467;4455330;Critical;Convicted;Standard Bank;4;Yes;2019/10/17;2015/06/04;Officer Smith;SA-ST-173
333;Brian;Naidoo;Brian Naidoo;65;Female;South Africa;Eastern Cape;7,7011E+12;SA-CAS-564313;Armed Robbery;829;4043365;High;Court Pending;Absa;10;Yes;2023/02/18;2021/07/20;Officer Smith;SA-ST-899
334;Naledi;Pillay;Naledi Pillay;36;Female;South Africa;Limpopo;7,00216E+12;SA-CAS-358285;Corruption;654;3654410;Low;Closed;Absa;0;Yes;2019/05/12;2018/02/21;Officer Moyo;SA-ST-839
335;Lerato;Nkosi;Lerato Nkosi;59;Male;South Africa;Eastern Cape;9,80106E+12;SA-CAS-485992;Money Laundering;539;3551671;Critical;Under Investigation;African Bank;7;Yes;2017/04/20;2023/07/02;Officer Nkosi;SA-ST-510
336;Nomsa;Pillay;Nomsa Pillay;65;Female;South Africa;KwaZulu-Natal;7,11111E+12;SA-CAS-276270;Identity Theft;322;4322613;Low;Convicted;Nedbank;2;No;2025/02/13;2020/07/09;Officer Smith;SA-ST-286
337;Mpho;Nkosi;Mpho Nkosi;58;Female;South Africa;Mpumalanga;9,40426E+12;SA-CAS-642475;Identity Theft;482;3298431;High;Under Investigation;Capitec;10;No;2015/06/18;2023/04/01;Officer Moyo;SA-ST-319
338;Tendai;Mabaso;Tendai Mabaso;58;Female;South Africa;North West;8,51117E+12;SA-CAS-891114;Identity Theft;766;2715544;High;Closed;Capitec;8;No;2022/05/02;2022/12/10;Officer Moyo;SA-ST-431
339;Naledi;Zulu;Naledi Zulu;61;Male;South Africa;North West;10252484015;SA-CAS-612197;Drug Trafficking;542;4072838;Critical;Open;African Bank;2;No;2017/03/06;2015/03/18;Officer Smith;SA-ST-893
340;Brian;Zulu;Brian Zulu;28;Female;South Africa;North West;3,09047E+11;SA-CAS-495883;Cybercrime;648;3919441;Medium;Court Pending;Standard Bank;4;No;2019/05/23;2022/04/03;Officer Mabena;SA-ST-193
341;Zanele;Khumalo;Zanele Khumalo;30;Female;South Africa;Free State;9,20509E+12;SA-CAS-857212;Corruption;559;1148174;High;Court Pending;Standard Bank;7;Yes;2017/01/02;2024/03/19;Officer Moyo;SA-ST-920
342;Brian;Ndlovu;Brian Ndlovu;44;Male;South Africa;Limpopo;12045011138;SA-CAS-979085;Cybercrime;370;2727644;Medium;Under Investigation;Capitec;0;Yes;2022/12/22;2018/06/25;Officer Moyo;SA-ST-845
343;Lerato;Naidoo;Lerato Naidoo;41;Female;South Africa;Northern Cape;3,06205E+11;SA-CAS-774608;Vehicle Theft;301;1943488;Critical;Open;African Bank;5;Yes;2020/05/17;2016/01/24;Officer Nkosi;SA-ST-445
344;Naledi;Khumalo;Naledi Khumalo;24;Female;South Africa;North West;8,4072E+12;SA-CAS-632537;Fraud;481;4985815;Critical;Closed;African Bank;10;Yes;2023/08/04;2020/06/24;Officer Smith;SA-ST-833
345;Tendai;Pillay;Tendai Pillay;59;Male;South Africa;Gauteng;9,30912E+12;SA-CAS-887878;Armed Robbery;677;2647064;Medium;Under Investigation;Capitec;5;No;2022/10/31;2021/01/22;Officer Naidoo;SA-ST-662
346;Brian;Mthembu;Brian Mthembu;38;Female;South Africa;Gauteng;7,8031E+12;SA-CAS-281835;Money Laundering;549;3728477;Medium;Closed;Standard Bank;0;Yes;2017/05/22;2016/10/13;Officer Moyo;SA-ST-981
347;Thabo;Ndlovu;Thabo Ndlovu;53;Male;South Africa;Limpopo;8,21217E+12;SA-CAS-511493;Money Laundering;344;3299614;Medium;Convicted;Standard Bank;5;No;2017/03/21;2018/07/31;Officer Nkosi;SA-ST-236
348;Brian;Pillay;Brian Pillay;55;Male;South Africa;Eastern Cape;9,11029E+12;SA-CAS-107874;Armed Robbery;702;3567867;Critical;Court Pending;African Bank;2;No;2024/11/17;2022/12/13;Officer Moyo;SA-ST-963
349;Brian;Nkosi;Brian Nkosi;51;Female;South Africa;Northern Cape;8,00508E+12;SA-CAS-253753;Cybercrime;719;3616284;Critical;Closed;Capitec;2;Yes;2022/11/12;2021/03/14;Officer Nkosi;SA-ST-445
350;Brian;Zulu;Brian Zulu;49;Female;South Africa;Northern Cape;2,03033E+11;SA-CAS-325530;Corruption;672;3239039;Medium;Open;Capitec;6;No;2020/07/29;2021/08/23;Officer Smith;SA-ST-856
351;Brian;Pillay;Brian Pillay;44;Male;South Africa;Mpumalanga;9,10101E+12;SA-CAS-318406;Fraud;648;4345983;High;Convicted;Absa;10;Yes;2016/05/13;2022/12/15;Officer Moyo;SA-ST-714
352;Tendai;Mthembu;Tendai Mthembu;23;Male;South Africa;Western Cape;8,20724E+12;SA-CAS-185700;Money Laundering;442;960819;Low;Convicted;Capitec;3;No;2019/10/09;2019/05/15;Officer Nkosi;SA-ST-673
353;Mpho;Nkosi;Mpho Nkosi;48;Female;South Africa;Eastern Cape;6,00515E+12;SA-CAS-529479;Cybercrime;424;3435762;Critical;Court Pending;Absa;8;Yes;2019/03/03;2015/05/23;Officer Smith;SA-ST-994
354;Naledi;Nkosi;Naledi Nkosi;27;Female;South Africa;Western Cape;6,41211E+12;SA-CAS-174615;Identity Theft;705;213243;High;Court Pending;Standard Bank;2;No;2023/01/20;2023/09/26;Officer Naidoo;SA-ST-707
